text	labels
The G-8 summit is expected to give final approval to an agreement that forgives $ 40 billion of debt held by the world 's poorest nations , mostly in Africa .	O B-org O O O O O O O O O O O O O O O O O O O O O O O O O O O B-geo O
The AU leaders are also expected to support a proposal calling for the continent to get two permanent seats and two non-permanent seats on an expanded U.N. Security Council .	O O O O O O O O O O O O O O O O O O O O O O O O O O B-org I-org I-org O
A secular coalition led by Iraq 's former prime minister has taken a slight lead in overall votes as ballot counting from parliamentary elections continues - but it remains behind in the key provincial tally .	O O O O O B-geo O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
With about 93 percent of the ballots counted , election officials said Saturday that former Prime Minister Ayad Allawi 's secularists lead the Shi'ite coalition headed by current Prime Minister Nouri al-Maliki by about 8,000 votes .	O O O O O O O O O O O O B-tim O O B-per O B-per I-per O O O O O O O O O B-per O B-per I-per O O O O O
The lead has repeatedly shifted between Mr. Allawi and Prime Minister Maliki since the March 7 vote .	O O O O O O B-per I-per O B-per O O O O B-tim I-tim O O
But Mr. Maliki 's State of Law coalition is still ahead in seven of Iraq 's 18 provinces - compared to five provinces held by Mr. Allawi 's Iraqiya alliance .	O B-per B-geo O O O O O O O O O O O B-geo O O O O O O O O O O B-per B-geo O B-geo O O
Seats in Iraq 's 325-member parliament are won according to how well a coalition does in a province , not according to the overall vote .	O O B-geo O O O O O O O O O O O O O O O O O O O O O O O
Officials say they hope to have final results by the end of the month .	O O O O O O O O O O B-tim I-tim O O O
Pakistan 's Prime Minister Shaukat Aziz has arrived in New Delhi for talks with Indian leaders to review the on-going peace process between the two neighbors .	B-geo O B-per I-per I-per I-per O O O B-geo I-geo O O O B-gpe O O O O O O O O O O O O
A day before his arrival , Mr. Aziz warned not to expect a breakthrough during his talks with Prime Minister Manmohan Singh , which he described as part of a continuing dialogue .	O B-tim O O O B-tim B-per I-per O O O O O O O O O O B-per O B-per I-per O O O O O O O O O O O
On Monday , Mr. Aziz said India 's reduction in troops in disputed Kashmir has helped reduce tensions .	O B-tim I-tim B-per I-per O B-geo O O O O O O B-geo O O O O O
But he added that a permanent solution is likely to be some time off .	O O O O O O O O O O O O O O O
Mr. Aziz also plans to meet Kashmiri separatist leaders during his visit .	B-per I-per O O O O B-gpe O O O O O O
His trip to India is part of a regional tour as the outgoing chairman of the South Asian Association for Regional Cooperation , or SAARC .	O O O B-geo O O O O O O O O O O O O B-org I-org I-org I-org I-org I-org O O B-org O
According to the World Bank , 300 million people in China - a number roughly equal to the population of the United States - live on less than a dollar a day .	O O O B-org I-org O O O O O B-geo O O O O O O O O O O B-geo I-geo O O O O O O O O B-tim O
As China 's government works to control record high inflation , the country 's poor are struggling to put food on the table .	O B-geo O O O O O O O O O O O O O O O O O O O O O O
And the recent earthquake , officials say , is likely to fuel even higher inflation because of the damage to the country 's agriculture .	O O O O O O O O O O O O O O O O O O O O O O O O O
Sam Beattie reports from Beijing .	B-per I-per O O B-geo O
German authorities have released a Lebanese man arrested in connection with an alleged plot against Iraqi interim Prime Minister Iyad Allawi .	B-gpe O O O O B-gpe O O O O O O O O O B-gpe O B-per I-per I-per I-per O
But prosecutors have issued arrest orders against three others accused of planning to attack Mr. Allawi during his visit to Germany last week .	O O O O O O O O O O O O O O B-per I-per O O O O B-geo O O O
Prosecutors identified the three as suspected members of the Islamic militant group Ansar al-Islam , which U.S. authorities have linked to al-Qaida .	O O O O O O O O O B-geo O O B-org I-org O O B-geo O O O O B-org O
Authorities detained the suspects in several German cities just hours before a meeting Friday between Mr. Allawi and German Chancellor Gerhard Schroeder in Berlin .	O O O O O O B-gpe O O O O O O B-tim I-tim B-per I-per O B-gpe B-per I-per I-per O B-geo O
The Iraqi leader changed his travel plans after the alleged plot was uncovered .	O B-gpe O O O O O O O O O O O O
U.S. embassy officials in Iraq say an American teen who skipped school and flew to Baghdad without his parents ' permission is on his way home .	B-geo O O O B-geo O O B-gpe O O O O O O O B-geo O O O O O O O O O O O
In a brief statement Friday , the U.S. consul-general in Baghdad announced that 16-year-old Farris Hassan has left Iraq .	O O O O B-tim O O B-geo O O B-geo O O O B-per I-per O O B-geo O
The boy , of Iraqi descent , says he went to the war-torn country to pursue his interest in news reporting , cultivated in a high school journalism class .	O O O O B-gpe O O O O O O O O O O O O O O O O O O O O O O O O O
The student from Florida bought a plane ticket and left the United States on December 11 , arriving in Kuwait , where he called his parents .	O O O B-geo O O O O O O O B-geo I-geo O B-tim I-tim O O O B-geo O O O O O O O
He later flew to Iraq on a flight from Lebanon .	O O O O B-geo O O O O B-geo O
Earlier this week , the boy entered the Iraqi offices of the Associated Press news agency .	O O O O O O O O B-gpe O O O B-org I-org O O O
Journalists immediately called the U.S. embassy , where officials had been looking for the teen , at his parents ' request .	O O O O B-geo O O O O O O O O O O O O O O O O O
The Israeli army says troops raided the West Bank town of Jenin Monday , arresting eight militants suspected of involvement in making crude rockets and mortars .	O B-gpe O O O O O B-geo I-geo O O B-geo B-tim O O O O O O O O O O O O O O
The army says the detained men are members of the Islamic Jihad militant group .	O O O O O O O O O O B-org I-org O O O
It says one soldier was slightly wounded during the operation .	O O O O O O O O O O O
On Sunday , Israel delayed handing over the town of Qalqilya to Palestinian security control , saying the Palestinians have failed to move against militants in Jericho and Tulkarem - the two towns already transferred to them .	O B-tim O B-geo O O O O O O B-geo O B-gpe O O O O O B-gpe O O O O O O O B-geo O B-geo I-geo O O O O O O O O
Qalqilya is the third of five West Bank towns Israel is to hand over to Palestinian security control under an agreement the two sides reached last month .	B-geo O O O O O B-org I-org O B-geo O O O O O B-gpe O O O O O O O O O O O O
There is no word on when the remaining two towns - Jenin and Ramallah - will be transferred .	O O O O O O O O O O B-org I-org I-org I-org I-org O O O O
A powerful earthquake has shaken the area around Tibet in China .	O O O O O O O O B-geo O B-geo O
The U.S. Geological Survey says the quake had a 6.9 magnitude and was centered about 245 kilometers north of Qamdo prefecture , which borders China 's Sichuan province .	O B-org I-org I-org O O O O O O O O O O O O O O O B-geo O O O O B-geo O O O O
At least one strong aftershock with a 5.2 magnitude struck about 30 minutes later .	O O O O O O O O O O O B-tim O O O
There were no early reports about damage or injuries .	O O O O O O O O O O
A massive 7.9 quake hit Sichuan province in 2008 , killing close to 90,000 people .	O O O O O B-geo O O B-tim O O O O O O O
Officials at the United States Embassy in Nepal say they are alarmed by the possibility of an alliance between Maoist rebels and political parties in the Himalayan kingdom .	O O O B-geo I-geo I-geo O B-gpe O O O O O O O O O O O B-geo O O O O O O B-geo O O
An official statement released by the Embassy says the United States supports the restoration of democracy in Nepal as well as the prevention of a Maoist takeover .	O O O O O O B-org O O B-geo I-geo O O O O O O B-gpe O O O O O O O B-geo O O
Nepal 's seven major political parties recently offered to talk to the Maoists about forming a broad front opposed to King Gyanendra on the condition that the rebels end violent attacks aimed at civilians .	B-gpe O O O O O O O O O O O B-geo O O O O O O O B-org I-org O O O O O O O O O O O O O
The king assumed emergency powers earlier this year and ousted the kingdom 's four-party government for failing to make progress in the battle against the rebels , who have been fighting since 1996 to overthrow the monarchy .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-tim O O O O O
Some economists say cyclone damage to Burma 's key rice-growing areas might cut supplies of the key food and lead to a further increase in global rice prices .	O O O O O O B-geo O O O O O O O O O O O O O O O O O O O O O O
Burma , also known as Myanmar , was expected to export about 4,00,000 metric tons of rice this year .	B-geo O O O O B-geo O O O O O O O O O O O O O O
The President of the Thai Rice Exporters Association , Chookiat Ophaswongse , says in a story by the Bloomberg financial news service that , Burma may now have to import rice instead .	O B-per O O B-gpe B-per B-org I-org O B-org I-org O O O O O O O B-org O O O O O B-geo O O O O O O O O
Rice is the staple food for about half of the world 's population and its prices hit record highs in late April after some other rice-producing nations put restrictions on some exports .	O O O O O O O O O O O O O O O O O O O O O B-tim O O O O O O O O O O O
While in Pakistan , President Bush tried to learn the game of cricket and how it differs from baseball .	O O B-geo O B-per I-per O O O O O O O O O O O O O O
Mr. Bush bowled and batted several times on a small cricket pitch set up on the grounds of the U.S. embassy , as students from the Islamabad College for Boys looked on and encouraged him .	B-per I-per O O O O O O O O O O O O O O O O O B-geo O O O O O O B-org I-org I-org I-org O O O O O O
He got a quick lesson on how to hold the bat from the chairman of the Pakistan Cricket Board , Shaharyar Khan .	O O O O O O O O O O O O O O O O B-org I-org I-org O B-per I-per O
Khan also explained to the former owner of a Texas baseball team how cricket , the popular sport of the old British empire , differs from baseball .	B-per O O O O O O O O B-org O O O O O O O O O O O B-gpe O O O O O O
Pakistani cricket team captain Inzamam-ul-Haq and famous batsman Salman Butt were also on hand to share their expertise with Mr. Bush .	B-gpe O O O O O O O B-per I-per O O O O O O O O O B-per I-per O
